Document,Topic_0,Topic_1,Topic_2,Topic_3,Dominant_Topic
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16122649295131536,0.2667137540296913,0.2952902044432404,0.19901254852626468,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9867052595518e-310,1.0,1.206466896595553e-309,1.29890521512764e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11612300971080705,0.12029894707845368,0.09611841047058123,0.07127330017530882,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2426414422003879,0.11364508826088043,0.1435739030531022,0.13822219851935616,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.027334400553635e-309,1.406849844323754e-309,1.0,1.2501864503213e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09326480847336409,0.08989333704180795,0.09719123999973203,0.11117094501492585,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.2112754757275013,0.19341358065039368,0.3119574264811673,0.21286101368386415,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27275225216566557,0.1659762167990532,0.23060153894100782,0.22648541661670638,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.175327960226625e-309,1.2284943034767e-309,1.0,1.367200726178145e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.0906745573596578,0.08197335852955528,0.11924761487367194,0.1296656507514574,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.41858364114164e-310,9.81907203289617e-310,6.77087579874794e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.842582034764e-310,8.7738163335643e-310,1.262836881602236e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,8.98550849246593e-310,1.374299229455515e-309,1.491440764194826e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1439670730671e-310,1.051657685557835e-309,7.33348851296987e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.793788514711e-310,1.0,1.506902728873447e-309,1.05473276707179e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.1613144481005381,0.26709342059232843,0.29529916287955055,0.19853596837809456,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.94884616352025e-310,1.0,1.20632973230992e-309,1.322899872666273e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11653107160917206,0.12000947854724918,0.09607632509036455,0.07119679218836499,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2429936571917391,0.11363642977746903,0.1432728509832136,0.1381796940813049,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.03605644303057e-309,1.42579184394994e-309,1.0,1.227524150720327e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09313831604121289,0.08984027005603226,0.09726348290571718,0.11127826152686761,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.21128627139047168,0.19203894155312162,0.3134014560985691,0.21278082750076407,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27183104212680326,0.16569830593829024,0.231119887346006,0.22716618911133343,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17110696206833e-309,1.220697002287335e-309,1.0,1.35820742493705e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09060773286914389,0.08192908716834994,0.11935690344945307,0.12966745802739557,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.4291311869013e-310,9.86450629741173e-310,6.78712632756753e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.8622648875864e-310,8.8240531420526e-310,1.27123820202961e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,8.96990604991355e-310,1.375793841753777e-309,1.492719998311325e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1446500444865e-310,1.050174658520625e-309,7.32914470323305e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.8315613696746e-310,1.0,1.51453536309132e-309,1.056909191989714e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16138461303080606,0.26691293279942807,0.29541678247917,0.19852867164110738,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.96664040792084e-310,1.0,1.20645390943618e-309,1.311668337555335e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11610461035283837,0.12031201136589566,0.09612029079351012,0.07127675492290665,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2450429294404871,0.11285360473504152,0.1429889004874029,0.1371971973707951,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.0360365468321e-309,1.42574913038449e-309,1.0,1.227573589053318e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09296058699317136,0.08975414829804655,0.0973053770119706,0.1115002182266414,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.21127930942328202,0.19266985617526244,0.31274276864036404,0.21281556230401807,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27217697400030283,0.16580026680994314,0.23092649337279464,0.22691169033939224,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17632076698793e-309,1.230359353304973e-309,1.0,1.369350841068627e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09038226508832868,0.08207202692880756,0.11917911789840241,0.1299277715988038,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.42360973646704e-310,9.8406053732228e-310,6.77858576717236e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.88559530732503e-310,8.85335623130213e-310,1.280175557289234e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,9.08639559189583e-310,1.369369737300563e-309,1.50476646129306e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.13880877572355e-310,1.048946246322825e-309,7.36338378429554e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.6625531209592e-310,1.0,1.47991811995532e-309,1.04678637053689e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16000915763093032,0.2668862285041494,0.29702880416052496,0.19831880965490695,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9667455106516e-310,1.0,1.206443276587673e-309,1.31155632855797e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11750298529825703,0.11932183112824257,0.09597251984456134,0.07101633116408984,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2475794218408125,0.11185834172299981,0.14268892472489314,0.13595594374502115,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.03081494490899e-309,1.414392841069773e-309,1.0,1.241181308448374e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09322662268319505,0.08987493451549586,0.09720401966805314,0.1112147536630859,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.2112755034333525,0.1938907946461733,0.31144863381129445,0.21289256465210638,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27136655088063943,0.16556562941120104,0.2313773498062466,0.22750589442434593,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17356778615689e-309,1.22522745282414e-309,1.0,1.3634359646828e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09050134973424102,0.08197269270379662,0.11932398011873538,0.12976315895756949,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.41548622761305e-310,9.8059272482271e-310,6.76615610871623e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.86072621853985e-310,8.75459365170016e-310,1.266496412646672e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,8.99083997524706e-310,1.374231941722615e-309,1.49294341787002e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.103056966159e-310,1.04414154389252e-309,7.323783840804e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.78219057187125e-310,1.0,1.504539153339336e-309,1.054047404831373e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16128615550124795,0.2673386292078464,0.2946731418295295,0.19894507341188766,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9463937282101e-310,1.0,1.20620769160735e-309,1.32414150317713e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11713382770885516,0.11958267517113343,0.0960125353681233,0.07108462918703891,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.24184590413056212,0.1141343060375307,0.14331007678827665,0.1387923450773571,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.031797665864226e-309,1.416521062628345e-309,1.0,1.238629357755445e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09316538785766527,0.08985193557395375,0.0972499835355912,0.11125302356261971,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.21128066727447356,0.1925393884953398,0.31287935149105184,0.2128080892820614,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.272832266782287,0.16600147064749093,0.23055589942253932,0.22642578767011556,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.16856995398262e-309,1.216079898417167e-309,1.0,1.352873788429285e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09049630706052503,0.08216756838362933,0.11891114360906008,0.129986162461128,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.42102444190797e-310,9.82949604521443e-310,6.7746053138927e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.8773454344161e-310,8.80173636191576e-310,1.27396253411743e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,9.05766807317877e-310,1.37198858547906e-309,1.50649994398095e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.12052689942713e-310,1.047982106654633e-309,7.32866278641816e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.69780044003005e-310,1.0,1.487223820927143e-309,1.048970623205554e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16054915328914218,0.26615378830816067,0.29626624832677406,0.19927381002643474,-1
